"","blog.txt","news.txt","twitter.txt"
"date",34,23,0
"dated",3,2,0
"dates",6,7,0
"dating",7,12,0
"daughter",57,35,0
"daughter's",3,3,0
"daughters",9,4,0
"dave",4,17,0
"david",24,57,0
"davidson",1,2,0
"davies",3,1,0
"davis",6,24,0
"dawkins",2,1,0
"dawn",13,7,0
"dawson",1,3,0
"day",413,233,1
"day's",3,1,0
"day""",1,7,0
"dayù",7,1,0
"daylight",2,3,0
"days",148,108,0
"days?",2,1,0
"daytime",2,2,0
"dazed",1,1,0
"dazzling",1,1,0
"deactivate",1,1,0
"dead",43,30,0
"dead""",2,1,0
"deadbeat",1,1,0
"deadline",7,10,0
"deadly",6,3,0
"deal",51,80,0
"dealer",3,15,0
"dealers",3,13,0
"dealerships",1,1,0
"dealing",12,6,0
"dealings",1,1,0
"deals",4,18,0
"dealt",4,5,0
"dean",2,13,0
"dear",24,5,0
"death",57,57,0
"deathù",2,1,0
"deaths",3,12,0
"debate",9,18,0
"debating",2,1,0
"debbie",3,7,0
"debilitating",1,1,0
"debris",2,1,0
"debt",16,30,0
"debts",5,4,0
"debut",21,9,0
"debuted",2,3,0
"debuts",3,2,0
"dec",3,13,0
"decade",10,18,0
"decade""",1,1,0
"decades",11,38,0
"decay",1,1,0
"decayed",1,1,0
"deceiving",3,1,0
"december",20,22,0
"decent",22,7,0
"deception",3,1,0
"deceptive",1,1,0
"decide",22,11,0
"decided",95,40,1
"decides",10,2,0
"deciding",6,4,0
"decision",39,62,0
"decisions",12,20,0
"decisive",1,2,0
"deck",8,4,0
"decked",1,1,0
"declare",4,3,0
"declared",8,7,0
"declaring",3,4,0
"decline",4,7,0
"declined",3,15,0
"declines",1,2,0
"declining",1,3,0
"deco",1,1,0
"decor",4,3,0
"decorated",9,3,0
"decoration",3,1,0
"decorations",8,3,0
"decorative",5,2,0
"decoy",1,1,0
"decrease",2,5,0
"decreased",1,1,0
"decreases",1,1,0
"decree",1,1,0
"dedicated",9,8,0
"dedication",2,2,0
"deductible",1,2,0
"dee",1,4,0
"deemed",3,3,0
"deep",41,34,0
"deeper",13,4,0
"deepest",5,1,0
"deeply",13,8,0
"deer",4,4,0
"def",1,8,0
"default",6,2,0
"defeat",7,10,0
"defeated",6,6,0
"defecate",1,1,0
"defend",8,7,0
"defendant",4,3,0
"defendants",3,5,0
"defended",2,8,0
"defending",2,5,0
"defense",14,62,0
"defenses",1,2,0
"defensive",1,30,0
"defensively",1,2,0
"defiance",3,2,0
"defiant",2,1,0
"deficiency",1,1,0
"deficit",3,20,0
"deficits",2,3,0
"defies",2,1,0
"define",6,4,0
"defined",3,6,0
"defining",1,1,0
"definitely",52,22,0
"definition",5,4,0
"definitions",1,1,0
"definitive",3,2,0
"deflect",1,1,0
"defy",1,1,0
"defying",1,3,0
"degree",15,17,0
"degrees",15,12,0
"dehydrated",2,1,0
"del",3,9,0
"delaware",2,4,0
"delays",4,7,0
"delegation",1,2,0
"delete",2,1,0
"delhi",2,2,0
"deli",2,1,0
"deliberate",4,4,0
"deliberately",4,2,0
"delicate",5,5,0
"delicious",22,6,0
"delight",10,4,0
"delighted",7,2,0
"delightful",12,1,0
"delights",2,1,0
"deliver",9,7,0
"delivered",10,6,0
"delivering",4,5,0
"delivers",1,2,0
"delivery",6,8,0
"delta",5,8,0
"delve",2,2,0
"dem",3,1,0
"demand",14,19,0
"demanded",3,4,0
"demanding",7,5,0
"demands",9,3,0
"demeanor",1,1,0
"demi",2,1,0
"democracy",10,2,0
"democrat",4,18,0
"democratic",7,34,0
"democratically",1,1,0
"democrats",5,36,0
"demons",4,1,0
"demonstrate",2,3,0
"demonstrated",3,4,0
"demonstrates",3,2,0
"demonstration",3,4,0
"demonstrations",2,3,0
"demonstrators",2,3,0
"den",4,1,0
"denial",1,1,0
"denied",8,17,0
"denies",1,1,0
"denim",3,2,0
"denis",3,2,0
"denise",3,1,0
"denmark",3,2,0
"dennis",3,11,0
"denny's",1,1,0
"dense",7,3,0
"density",1,1,0
"dent",1,1,0
"dental",6,8,0
"dentist",1,3,0
"denver",2,19,0
"deny",3,5,0
"denying",3,1,0
"dep",1,2,0
"depart",1,1,0
"departed",4,1,0
"department",14,99,0
"department's",1,10,0
"departments",3,10,0
"departure",3,8,0
"depend",3,7,0
"dependable",3,1,0
"dependent",1,2,0
"depending",10,9,0
"depends",3,4,0
"depicted",4,5,0
"depicting",1,2,0
"depicts",1,1,0
"deportation",1,2,0
"deposit",4,4,0
"deposition",1,2,0
"depot",2,2,0
"depp",2,1,0
"deprecating",1,1,0
"depressed",8,3,0
"depressing",2,1,0
"depression",7,9,0
"deprivation",1,1,0
"depth",8,8,0
"deputy",6,14,0
"deranged",1,1,0
"derby",3,12,0
"derek",1,3,0
"derivatives",1,1,0
"derive",2,1,0
"derived",2,5,0
"des",1,4,0
"descended",1,1,0
"descends",1,1,0
"descent",1,1,0
"describe",16,6,0
"described",21,29,0
"describes",12,4,0
"describing",3,3,0
"description",9,6,0
"descriptions",6,1,0
"desert",3,11,0
"deserted",2,1,0
"deserts",3,4,0
"deserve",7,2,0
"deserved",2,4,0
"deserves",5,9,0
"deserving",1,2,0
"design",35,23,0
"design""",1,1,0
"designated",1,4,0
"designating",1,1,0
"designation",1,1,0
"designed",29,23,0
"designer",17,10,0
"designer's",1,1,0
"designers",5,2,0
"designing",4,4,0
"designs",11,3,0
"desire",17,4,0
"desired",5,2,0
"desk",13,10,1
"desmond",2,3,0
"desperate",6,3,0
"desperately",6,2,0
"despicable",2,1,0
"despite",31,48,0
"dessert",16,10,0
"desserts",2,4,0
"destination",7,6,0
"destroy",14,3,0
"destroyed",21,7,0
"destroying",4,2,0
"destruction",4,1,0
"destructive",3,5,0
"detail",16,7,0
"detailed",9,8,0
"detailing",2,3,0
"details",34,27,0
"detain",1,1,0
"detained",2,5,0
"detainees",1,3,0
"detect",4,4,0
"detected",2,2,0
"detective",8,11,0
"detectors",1,4,0
"detention",2,2,0
"deterioration",1,1,0
"determination",4,5,0
"determine",6,14,0
"determined",15,14,0
"determines",2,2,0
"determining",1,4,0
"deterrent",1,1,0
"detractors",1,1,0
"detroit",11,32,0
"devastated",2,7,0
"devastating",4,2,0
"develop",11,11,0
"developed",17,12,0
"developer",6,7,0
"developers",1,6,0
"developing",12,12,0
"development",27,48,0
"developmental",1,2,0
"developmentally",1,2,0
"developments",2,2,0
"develops",1,3,0
"device",16,10,0
"devices",4,12,0
"devil",8,1,0
"devils",1,10,0
"devon",1,1,0
"devote",3,2,0
"devoted",6,6,0
"devotees",2,1,0
"devotion",1,2,0
"devouring",1,1,0
"dia",1,1,0
"diabetes",2,12,0
"diablo",1,1,0
"diagnosed",4,7,0
"diagnosis",2,2,0
"diagnostic",1,3,0
"diagram",2,1,0
"dialect",1,1,0
"dialogue",10,4,0
"diameter",2,1,0
"diamond",8,5,0
"diamonds",4,1,0
"diana",4,1,0
"dianne",1,2,0
"diaper",9,1,0
"diaries",1,2,0
"diary",7,2,0
"dice",3,1,0
"diced",4,4,0
"dicing",1,1,0
"dictated",1,1,0
"dictator",3,3,0
"dictatorship",1,1,0
"dictionary",3,1,0
"did",316,154,0
"didion",5,2,0
"didn't",257,111,0
"die",34,13,0
"die""",1,1,0
"died",31,40,0
"diego",5,14,0
"dies",6,4,0
"diesel",3,1,0
"diet",18,4,0
"differ",2,2,0
"difference",27,23,0
"differences",4,4,0
"different",136,86,0
"differently",8,5,0
"difficult",40,39,0
"difficulties",5,1,0
"difficulty",5,4,0
"dig",9,7,0
"digest",1,2,0
"digging",7,2,0
"digit",1,3,0
"digital",23,11,0
"digitally",1,2,0
"digits",2,4,0
"dignity",4,1,0
"digress",4,1,0
"digs",1,3,0
"dilemma",3,2,0
"diligence",1,2,0
"dillard",1,1,0
"dim",2,6,0
"dime",4,2,0
"dimension",2,1,0
"dimes",1,1,0
"diminishes",1,1,0
"dine",3,4,0
"diner",1,3,0
"diners",2,3,0
"dining",10,14,0
"dinner",46,29,0
"dinners",3,2,0
"dip",4,5,0
"diplomacy",1,2,0
"diplomatic",3,2,0
"dipped",2,4,0
"dipping",3,1,0
"dire",3,2,0
"direct",17,18,0
"directed",13,8,0
"directing",2,3,0
"direction",26,14,0
"directions",5,1,0
"directly",16,26,0
"director",22,106,0
"director's",1,1,0
"directors",1,12,0
"directory",1,2,0
"dirt",5,9,0
"dirty",14,2,0
"disabilities",1,2,0
"disability",3,2,0
"disabled",7,9,0
"disadvantage",1,3,0
"disagree",1,2,0
"disagreed",1,4,0
"disagreement",1,1,0
"disagreements",1,1,0
"disappear",7,3,0
"disappearance",1,2,0
"disappeared",5,4,0
"disappointed",8,8,0
"disappointing",5,6,0
"disappointment",2,4,0
"disappointments",2,1,0
"disapproval",2,2,0
"disaster",5,9,0
"disastrously",1,1,0
"disc",2,5,0
"discarded",2,1,0
"discharge",2,1,0
"discharged",2,1,0
"disciple",2,1,0
"disciples",11,1,0
"discipline",7,11,0
"disciplined",2,2,0
"disciplines",1,1,0
"disclose",1,9,0
"discloses",1,1,0
"disclosure",6,5,0
"disco",3,2,0
"discoloration",1,1,0
"discomfort",2,1,0
"disconcerting",1,1,0
"disconnected",2,1,0
"discontent",1,2,0
"discount",5,4,0
"discounting",3,1,0
"discounts",4,5,0
"discover",16,7,0
"discovered",27,16,0
"discovering",3,3,0
"discovery",12,4,0
"discreetly",1,1,0
"discretionary",2,1,0
"discrimination",1,2,0
"discuss",10,13,0
"discussed",7,7,0
"discussing",3,3,0
"discussion",19,12,0
"discussions",8,8,0
"disease",15,20,0
"disease""",1,2,0
"diseases",2,3,0
"disguise",3,1,0
"disguised",2,1,0
"disgusting",8,1,0
"dish",13,7,0
"dishes",10,16,0
"disingenuous",2,2,0
"disintegrated",1,1,0
"dislike",4,3,0
"disliked",3,1,0
"dislikes",1,1,0
"dismay",2,1,0
"dismiss",2,3,0
"dismissed",3,8,0
"disney",4,10,0
"disobedience",1,2,0
"disorderly",1,6,0
"disorganized",1,1,0
"disoriented",2,1,0
"disparate",1,2,0
"dispatch",1,6,0
"dispel",1,1,0
"dispense",1,1,0
"display",15,8,0
"displayed",5,5,0
"displays",2,6,0
"dispute",3,7,0
"disregard",1,2,0
"disrespect",2,1,0
"disrupt",1,3,0
"disruptive",1,1,0
"dissatisfaction",4,2,0
"dissolved",2,2,0
"dissuade",1,1,0
"distance",25,7,0
"distant",8,1,0
"distaste",1,2,0
"distillers",2,1,0
"distillery",4,1,0
"distinct",3,4,0
"distinction",3,2,0
"distinguish",3,2,0
"distinguished",3,1,0
"distorted",4,1,0
"distracted",4,1,0
"distractions",4,1,0
"distress",11,1,0
"distressed",4,4,0
"distribute",1,5,0
"distributed",3,6,0
"distribution",8,3,0
"distributor",3,1,0
"distributors",1,1,0
"district",16,125,0
"districts",2,24,0
"distrust",1,1,0
"disturbance",1,1,0
"disturbances",1,2,0
"disturbing",1,7,0
"ditto",2,2,0
"dive",5,1,0
"divers",1,1,0
"diverse",7,9,0
"diversion",1,1,0
"diversions",2,1,0
"diversity",3,4,0
"divide",4,5,0
"divides",1,1,0
"dividing",2,1,0
"divine",10,5,0
"diving",5,4,0
"division",10,40,0
"division's",1,2,0
"divisions",3,2,0
"divorce",2,7,0
"divorced",3,4,0
"diy",2,2,0
"dna",2,1,0
"do""",3,13,0
"do?",11,3,0
"doù",1,2,0
"doable",1,1,0
"doc",7,3,0
"dock",2,5,0
"docked",1,1,0
"doctor",34,8,0
"doctor's",7,3,0
"doctors",4,23,0
"doctrine",8,1,0
"document",10,11,0
"documentary",5,9,0
"documentation",3,5,0
"documented",3,3,0
"documents",4,15,0
"dodd",1,1,0
"dodson",3,1,0
"does",181,98,0
"doesn't",139,94,0
"dog",46,26,0
"dog""",1,3,0
"dogs",24,15,0
"doing",129,69,1
"dollar",8,18,0
"dollars",23,25,0
"dolled",1,1,0
"dollop",1,1,0
"dolls",4,5,0
"dolly",2,1,0
"dolphins",3,2,0
"domain",2,5,0
"dome",1,2,0
"domestic",7,21,0
"domestically",1,1,0
"dominant",10,2,0
"dominate",2,3,0
"dominated",6,6,0
"dominating",2,3,0
"domination",1,1,0
"dominican",2,4,0
"don",6,15,0
"don't",468,244,1
"donald",3,7,0
"donate",5,6,0
"donated",3,4,0
"donating",1,2,0
"donation",3,5,0
"donations",3,10,0
"done",135,74,0
"done""",1,7,0
"donna",3,3,0
"donning",1,1,0
"donor",2,5,0
"donors",1,7,0
"donuts",2,1,0
"doo",1,4,0
"doom",1,1,0
"door",54,31,0
"doors",14,12,0
"dormitory",1,1,0
"dorsey",1,2,0
"dose",4,3,0
"dot",6,3,0
"dotcom",1,1,0
"dots",8,2,0
"dotted",2,2,0
"double",24,47,0
"doubled",4,7,0
"doubles",1,3,0
"doubling",1,1,0
"doubt",32,18,0
"doubtful",2,1,0
"doubting",1,1,0
"doubts",3,3,0
"doug",1,3,0
"dough",18,4,0
"douglas",1,10,0
"doused",1,2,0
"dow",2,8,0
"down",286,187,0
"down""",1,4,0
"downed",2,1,0
"download",9,3,0
"downloaded",1,1,0
"downloading",2,3,0
"downloads",2,1,0
"downs",3,4,0
"downstairs",8,1,0
"downtown",6,30,0
"downtrodden",1,2,0
"downturn",1,2,0
"downward",2,3,0
"doyle",3,2,0
"dozen",9,14,0
"dozens",4,14,0
"draft",2,21,0
"drafted",3,4,0
"drafty",1,1,0
"drag",6,2,0
"dragged",3,3,0
"dragging",2,4,0
"dragon",8,1,0
"drain",6,1,0
"drained",2,3,0
"drake",1,3,0
"drama",12,17,0
"dramas",2,1,0
"dramatic",8,19,0
"dramatically",1,7,0
"drank",4,4,0
"draper",1,1,0
"draw",19,8,0
"drawing",17,10,0
"drawn",13,11,0
"dreaded",1,1,0
"dreading",2,1,0
"dream",32,17,0
"dreamed",3,4,0
"dreaming",5,1,0
"dreams",20,8,0
"dress",36,19,0
"dressed",15,12,0
"dresser",1,2,0
"dresses",9,5,0
"dressing",9,3,0
"drew",9,13,0
"dried",14,8,0
"drift",3,1,0
"drifting",3,1,0
"drill",6,2,0
"drilled",1,1,0
"drink",41,22,0
"drinkers",4,1,0
"drinking",25,13,0
"drinks",12,5,0
"drip",1,4,0
"drive",35,64,0
"driven",7,8,0
"driver",9,28,0
"driver's",3,12,0
"drivers",1,17,0
"drivers'",1,1,0
"drives",4,8,0
"driveway",5,1,0
"driving",33,25,0
"drone",4,2,0
"drop",33,23,0
"dropped",16,18,0
"dropping",1,4,0
"drops",8,5,0
"drought",4,5,0
"drove",19,16,0
"drown",2,1,0
"drowned",2,1,0
"drudgery",1,1,0
"drug",8,51,0
"drugs",10,20,0
"drugs?",1,1,0
"drum",4,5,0
"drummer",4,5,0
"drums",4,6,0
"drunk",18,1,0
"drunken",4,4,0
"dry",27,12,0
"drywall",1,1,0
"dubai",1,3,0
"dubbed",3,3,0
"dubious",5,2,0
"dublin",3,3,0
"duck",6,11,0
"ducks",1,8,0
"duct",2,1,0
"dude",5,1,0
"dudes",1,1,0
"due",36,20,1
"dueling",1,1,0
"dues",1,2,0
"dug",6,1,0
"dui",1,2,0
"duke",11,10,0
"dumb",6,2,0
"dumped",1,2,0
"dumps",1,1,0
"duncan",1,3,0
"dunedin",1,1,0
"dunes",3,2,0
"dunham",2,2,0
"dunk",1,2,0
"dunkin",1,2,0
"duo",3,4,0
"duplex",1,1,0
"duquesne",1,1,0
"durable",1,2,0
"duration",4,2,0
"durga",1,1,0
"durham",2,1,0
"during",102,185,0
"dusk",4,3,0
"dust",17,2,0
"dusted",2,4,0
"dustin",1,1,0
"dusty",5,4,0
"dutch",9,5,0
"duties",5,6,0
"duty",11,6,0
"dvd",9,5,0
"dwell",5,1,0
"dwindling",1,1,0
"dye",2,2,0
"dying",16,3,0
"dynamic",6,6,0
"dynamics",3,2,0
"dynamite",2,2,0
"dynasty",1,3,0
"dysfunction",2,1,0
"each",199,142,0
"eager",3,10,0
"eagle",1,10,0
"ear",16,3,0
"earlier",28,60,0
"earliest",7,2,0
"early",99,104,0
"earn",10,7,0
"earned",7,20,0
"earnest",4,1,0
"earning",1,4,0
"earrings",6,2,0
"ears",9,3,0
"earth",41,14,0
"earth's",2,1,0
"earthquake",3,8,0
"earthquakes",1,3,0
"earthy",2,1,0
"ease",7,9,0
"eased",1,1,0
"easier",27,16,0
"easiest",1,1,0
"easily",33,14,0
"east",18,46,0
"easter",21,5,0
"eastern",12,20,0
"easy",52,31,0
"eat",57,23,0
"eaten",8,6,0
"eateries",1,1,0
"eaters",2,1,0
"eating",43,10,0
"eats",2,2,0
"echo",9,1,0
"echoed",1,2,0
"echoing",3,2,0
"eclectic",3,4,0
"eclipsed",2,1,0
"eco",3,4,0
"ecology",1,1,0
"economic",33,59,0
"economically",2,1,0
"economics",7,4,0
"economies",1,2,0
"economist",2,8,0
"economists",4,12,0
"economy",27,62,0
"ecstatic",5,2,0
"eczema",1,1,0
"eddie",3,3,0
"edge",21,18,0
"edged",4,3,0
"edges",13,3,0
"edgy",2,1,0
"edible",1,1,0
"edict",1,2,0
"edit",3,1,0
"edited",4,2,0
"editing",7,2,0
"editor",12,11,0
"editor's",1,1,0
"editors",4,2,0
"educated",1,2,0
"education",27,52,0
"educational",6,10,0
"educator",2,1,0
"educators",1,7,0
"edward",7,9,0
"edwards",3,8,0
"edwin",1,2,0
"effect",28,25,0
"effected",2,1,0
"effective",16,18,0
"effectively",9,5,0
"effects",17,11,0
"efficiency",2,8,0
"efficient",6,9,0
"efficiently",1,1,0
"effort",23,38,0
"efforts",16,37,0
"egg",17,19,0
"eggplant",1,1,0
"eggs",26,5,0
"ego",1,2,0
"egypt",11,1,0
"egypt's",3,1,0
"eight",18,48,0
"eighth",2,18,0
"either",87,29,0
"eke",1,1,0
"elaborate",2,3,0
"elbow",2,5,0
"elbows",1,4,0
"elder",5,2,0
"elderly",5,4,0
"eldest",3,1,0
"eleanor",1,1,0
"elect",1,2,0
"elected",4,24,0
"election",7,37,0
"elections",7,17,0
"electoral",1,2,0
"electric",4,16,0
"electrical",2,2,0
"electricity",4,7,0
"electromagnetic",1,2,0
"electronic",8,10,0
"electronics",1,5,0
"elegance",3,3,0
"elegant",8,4,0
"element",12,6,0
"elementary",2,16,0
"elements",18,5,0
"elephant",3,1,0
"elevated",2,5,0
"elevator",4,1,0
"elevators",1,1,0
"eleven",6,3,0
"elf",5,1,0
"eli",4,6,0
"eligibility",1,5,0
"eligible",3,7,0
"eliminate",7,8,0
"eliminated",1,3,0
"eliminating",2,2,0
"eliminations",1,1,0
"elise",1,1,0
"elite",3,2,0
"elizabeth",11,16,0
"elk",3,1,0
"elle",1,1,0
"ellen",3,2,0
"elliot",2,1,0
"ellis",6,2,0
"elm",1,1,0
"elope",1,1,0
"else",84,36,0
"else's",1,3,0
"else?",2,1,0
"elsewhere",4,9,0
"eluded",1,1,0
"elusive",1,4,0
"elvis",2,4,0
"elyse",1,1,0
"email",23,11,0
"emailed",3,3,0
"emails",5,4,0
"emanating",1,1,0
"embankment",1,1,0
"embarrass",2,1,0
"embarrassed",5,1,0
"embarrassing",7,2,0
"embedded",1,1,0
"emblazoned",1,1,0
"embrace",10,4,0
"embraced",3,3,0
"embraces",2,1,0
"emerge",3,3,0
"emerged",8,9,0
"emergency",8,26,0
"emerging",5,4,0
"emigration",1,1,0
"emily",4,7,0
"eminent",5,1,0
"emissions",1,4,0
"emma",4,1,0
"emmy",1,1,0
"emotion",5,3,0
"emotional",24,4,0
"emotionally",5,2,0
"emotions",18,4,0
"emphasis",7,7,0
"emphasize",1,2,0
"emphasized",1,3,0
"emphasizes",2,2,0
"empire",11,4,0
"employ",1,6,0
"employed",5,6,0
"employee",2,21,0
"employees",8,60,0
"employer",6,5,0
"employers",5,16,0
"employment",5,9,0
"employs",1,2,0
"empowered",4,3,0
"emptive",1,1,0
"empty",21,12,0
"enabled",1,1,0
"enables",6,1,0
"enabling",1,2,0
"enclosure",1,1,0
"encompassing",2,1,0
"encounter",4,4,0
"encountered",3,2,0
"encounters",2,2,0
"encourage",14,10,0
"encouraged",6,5,0
"encouragement",7,1,0
"encourages",4,1,0
"encouraging",4,11,0
"end",162,134,0
"end?",4,2,0
"endangered",1,3,0
"endeavors",1,1,0
"endeavour",1,3,0
"ended",33,24,0
"endemic",1,1,0
"ending",14,14,0
"endless",6,3,0
"endlessly",4,1,0
"endorse",4,5,0
"endorsement",2,2,0
"endorsing",1,1,0
"ends",21,16,0
"endure",2,3,0
"endured",1,1,0
"enduring",3,2,0
"enemies",9,1,0
"enemy",6,1,0
"energetic",1,1,0
"energized",1,2,0
"energy",32,51,0
"enforce",4,2,0
"enforced",3,2,0
"enforcement",3,23,0
"enforcing",1,3,0
"engage",9,4,0
"engaged",7,7,0
"engagement",4,3,0
"engagements",1,2,0
"engaging",5,4,0
"engine",3,5,0
"engineer",2,11,0
"engineered",2,2,0
"engineering",9,13,0
"engineers",1,9,0
"engines",3,1,0
"england",16,13,0
"england's",3,1,0
"english",42,22,0
"enhance",5,3,0
"enhanced",3,4,0
"enhances",4,1,0
"enjoy",70,22,0
"enjoyable",7,3,0
"enjoyed",30,4,0
"enjoying",22,7,0
"enjoys",5,3,0
"enormous",5,6,0
"enough",134,92,0
"enough?",2,1,0
"ensemble",2,7,0
"ensued",1,2,0
"ensuing",1,1,0
"ensure",15,18,0
"ensures",2,2,0
"ensuring",5,3,0
"enter",32,8,0
"entered",9,11,0
"entering",10,9,0
"enterprise",4,6,0
"enters",2,2,0
"entertained",4,4,0
"entertainer",2,1,0
"entertaining",6,3,0
"entertainment",10,20,0
"enthusiasm",2,2,0
"enthusiast",3,2,0
"enthusiastic",2,3,0
"enthusiasts",2,2,0
"entices",1,1,0
"enticing",2,1,0
"entire",41,24,0
"entirely",17,7,0
"entirety",2,1,0
"entities",7,1,0
"entitled",10,4,0
"entitlement",1,2,0
"entrance",8,9,0
"entranced",1,1,0
"entrances",2,2,0
"entrees",1,4,0
"entrenched",1,1,0
"entrepreneur",1,1,0
"entrepreneurs",2,6,0
"entries",12,1,0
"entry",28,8,0
"envelope",4,2,0
"envelopes",3,1,0
"environment",14,11,0
"environment""",1,1,0
"environmental",9,18,0
"envision",1,1,0
"envisioned",2,2,0
"envy",6,1,0
"epic",4,1,0
"epidural",1,4,0
"episode",23,8,0
"episodes",6,2,0
"equal",14,14,0
"equality",2,4,0
"equally",10,5,0
"equals",1,1,0
"equate",1,1,0
"equipment",11,14,0
"equipped",2,3,0
"equity",1,13,0
"equivalent",4,3,0
"era",9,18,0
"erased",1,1,0
"eric",9,20,0
"erie",1,6,0
"erik",2,2,0
"erin",1,7,0
"errands",1,2,0
"erroneously",1,1,0
"error",5,7,0
"error""",1,1,0
"errors",1,6,0
"erudite",1,1,0
"escalate",1,2,0
"escalating",2,1,0
"escape",12,6,0
"escaped",3,4,0
"escaping",2,2,0
"especially",68,44,0
"espoused",1,1,0
"espresso",4,2,0
"essay",16,2,0
"essays",2,3,0
"essence",8,4,0
"essential",7,8,0
"essentially",6,6,0
"establish",3,5,0
"established",10,10,0
"establishing",6,3,0
"establishment",2,6,0
"establishments",1,1,0
"estate",12,25,0
"estimate",1,4,0
"estimated",2,17,0
"estimates",2,8,0
"estimation",1,1,0
"etc",45,2,0
"etched",3,4,0
"eternal",10,2,0
"ethel",2,1,0
"ethereal",2,1,0
"ethic",1,2,0
"ethical",2,3,0
"ethics",3,7,0
"ethiopia",1,1,0
"ethiopian",1,1,0
"ethnic",5,2,0
"etiquette",3,2,0
"eucalyptus",1,1,0
"eugene",2,4,0
"euro",5,5,0
"europe",17,16,0
"europe's",1,2,0
"european",24,27,0
"euros",1,5,0
"eurozone",5,1,0
"eva",1,2,0
"evaluate",4,3,0
"evaluator",2,2,0
"evangelical",1,1,0
"evans",1,4,0
"evanston",1,1,0
"eve",5,5,0
"evening",30,19,0
"evenly",3,2,0
"event",34,54,0
"even",444,227,1
"events",24,36,0
"eventual",2,2,0
"eventually",28,30,0
"ever",164,69,2
"everett",2,3,0
"evergreen",2,1,0
"every",257,114,0
"everybody",17,17,0
"everyday",15,4,0
"everyone",118,43,0
"everyone's",10,1,0
"everything",113,49,0
"everywhere",21,8,0
"everywhere""",1,1,0
"eviction",1,1,0
"evidence",35,30,0
"evidenced",2,1,0
"evident",3,3,0
"evil",28,3,0
"evoke",4,1,0
"evolution",7,2,0
"evolved",8,2,0
"evolving",2,2,0
"exact",11,9,0
"exactly",36,23,0
"exam",8,3,0
"examination",3,5,0
"examinations",1,2,0
"examine",6,5,0
"examined",2,2,0
"examining",2,3,0
"example",43,43,0
"examples",12,4,0
"exams",3,1,0
"exceed",2,4,0
"excel",1,1,0
"excelled",1,3,0
"excellent",13,12,0
"except",38,10,0
"exception",13,4,0
"exceptions",4,1,0
"excerpt",1,1,0
"excess",4,3,0
"excessive",3,8,0
"exchange",7,14,0
"excited",41,14,0
"excitement",9,6,0
"exciting",24,10,0
"exclaimed",2,1,0
"exclude",1,2,0
"excluded",3,5,0
"excluding",2,3,0
"exclusion",1,2,0
"exclusive",4,4,0
"exclusively",3,3,0
"excuse",10,5,0
"excused",1,1,0
"excuses",3,2,0
"execute",1,1,0
"executed",4,4,0
"execution",1,2,0
"executive",9,64,0
"executives",1,16,0
"exercise",24,16,0
"exercises",2,2,0
"exercising",2,2,0
"exerts",1,2,0
"exeter",1,1,0
"exhausted",8,3,0
"exhibit",2,5,0
"exhibited",4,1,0
"exhibition",4,6,0
"exhibitions",1,1,0
"exhilarating",2,1,0
"exile",2,3,0
"exist",15,6,0
"existed",6,5,0
"existence",14,2,0
"existing",6,16,0
"exists",12,3,0
"exit",4,11,0
"exited",3,1,0
"exodus",1,2,0
"exotic",4,4,0
"expand",3,14,0
"expanded",1,10,0
"expanding",4,6,0
"expansion",2,5,0
"expect",31,38,0
"expectation",1,2,0
"expectations",13,11,0
"expected",34,69,0
"expecting",9,3,0
"expects",5,12,0
"expenditure",1,1,0
"expense",2,6,0
"expenses",1,15,0
"expensive",25,21,0
"experience",93,43,0
"experience?",2,1,0
"experienced",14,8,0
"experiences",18,5,0
"experiencing",7,1,0
"experiment",11,5,0
"experimental",4,2,0
"experimenting",1,1,0
"experiments",2,2,0
"expert",10,15,0
"experts",6,22,0
"expiration",2,1,0
"expired",1,3,0
"explain",16,10,0
"explained",15,12,0
"explaining",5,8,0
"explains",8,9,0
"explanation",1,2,0
"explanations",2,1,0
"explicitly",4,1,0
"exploded",1,4,0
"exploiting",1,2,0
"exploration",3,2,0
"explore",5,9,0
"explored",1,1,0
"exploring",4,5,0
"explosion",5,5,0
"explosions",1,1,0
"explosive",1,1,0
"explosives",4,2,0
"exporting",3,2,0
"exports",3,4,0
"expose",4,2,0
"exposed",4,3,0
"exposes",2,1,0
"exposition",4,1,0
"exposure",7,6,0
"express",11,14,0
"expressed",10,22,0
"expresses",3,1,0
"expressing",4,5,0
"expression",7,3,0
"exquisite",1,2,0
"extend",3,8,0
"extended",6,9,0
"extending",2,5,0
"extends",5,3,0
"extension",4,4,0
"extensions",1,1,0
"extensive",5,5,0
"extensively",1,1,0
"extent",12,5,0
"external",4,1,0
"extra",32,19,0
"extract",7,1,0
"extraction",1,3,0
"extradition",1,2,0
"extraordinarily",3,1,0
"extraordinary",3,4,0
"extras",3,3,0
"extreme",13,8,0
"extremely",24,10,0
"extremism",1,1,0
"extremist",2,1,0
"exxon",1,1,0
"eye",37,21,0
"eyed",3,6,0
"eyes",61,22,1
"eyesù",2,1,0
"fabric",24,7,0
"fabrication",1,1,0
"fabrics",7,2,0
"fabulous",28,1,0
"face",100,43,0
"facebook",27,14,0
"faced",11,11,0
"faces",23,20,0
"facial",4,1,0
"facilitated",1,2,0
"facilities",7,24,0
"facility",2,19,0
"facing",7,18,0
"fact",95,56,0
"factions",2,1,0
