"","blog.txt","news.txt","twitter.txt"
"and a flat screen tv is",0,1,1
"and all i have to do",1,0,1
"and all this time i thought",1,0,1
"and at the end of the",4,1,0
"and be kind to one another",1,0,1
"and by the end of the",1,0,1
"and don't get me wrong i",1,0,1
"and for the first time in",1,1,1
"and have a vested interest in",1,1,0
"and his father in law is",1,0,1
"and hope to see you at",1,0,1
"and i'm not a fan of",1,0,1
"and i'm not just saying that",1,1,0
"and i can't wait for the",1,0,1
"and i can't wait to get",1,0,2
"and i can't wait to see",3,0,3
"and i don't know what to",1,0,1
"and i get to go to",1,0,1
"and i had no idea what",1,0,1
"and i have a lot of",1,0,1
"and i have been trying to",1,0,1
"and i have to go to",1,0,1
"and i have yet to find",1,0,1
"and i like it that way",1,0,1
"and i love you so much",1,0,1
"and i smile every time i",1,0,1
"and i thank you for your",1,0,1
"and if you don't share it",1,0,1
"and is a member of the",1,1,0
"and it was so much fun",1,0,1
"and let me know if you",1,0,2
"and let me know what you",3,0,1
"and let the chips fall where",1,0,1
"and let us know what you",1,0,3
"and salt and pepper if needed",1,1,0
"and tell me what you think",1,0,2
"and the terrible horrible no good",1,0,1
"and this is a good thing",1,0,1
"and yet there are times when",1,0,1
"and you all know how i",1,0,1
"and you can see that the",1,1,0
"and you can use it to",1,0,1
"another in a long line of",1,1,0
"anxious about tomorrow for tomorrow will",1,0,1
"anxious for itself sufficient for the",1,0,1
"any questions please feel free to",1,0,1
"anything i can do to help",1,0,4
"anything you would like to see",1,0,1
"anywhere in the world where would",1,0,1
"appeals for the second circuit in",1,1,0
"are going to be in a",1,1,0
"are in the middle of the",1,0,1
"are looking forward to another year",1,0,1
"are not supposed to paralyze you",1,0,1
"are two sides of the same",1,1,0
"are we going to pay for",1,0,1
"are you going to do another",1,0,1
"around the back of his head",1,0,1
"as far as i can tell",2,0,3
"as far as i could tell",1,0,1
"as fast as you can in",1,0,1
"as good as it was last",0,1,1
"as good as they're going to",0,1,1
"as i thought it would be",2,0,2
"as long as you get to",1,0,1
"as many people as you can",1,0,1
"as soon as possible so i",1,0,1
"ashes to ashes dust to dust",0,1,1
"ask when was the last time",1,0,1
"at first i thought it was",1,0,1
"at first you don't succeed try",0,1,1
"at least as far as the",1,1,0
"at least twice a week and",1,0,1
"at some point during the day",1,0,1
"at the beginning of the movie",1,0,1
"at the beginning of the season",0,1,1
"at the bottom of the list",1,0,1
"at the end of a long",1,1,0
"at the end of the day",22,3,10
"at the end of the month",7,0,2
"at the end of the night",3,0,5
"at the end of the semester",1,0,1
"at the end of the song",1,1,0
"at the end of the tunnel",1,0,3
"at the end of the week",2,0,1
"at the end of the year",6,1,2
"at the indiana state fair last",0,1,1
"at the other end of the",2,1,0
"at the university of north carolina",1,2,0
"away for a few days for",1,0,1
"back as soon as i can",1,0,1
"back into the swing of things",1,0,2
"be a part of it they",1,0,1
"be able to get married and",1,1,0
"be able to tell the difference",1,0,1
"be anxious about tomorrow for tomorrow",1,0,1
"be anxious for itself sufficient for",1,0,1
"be careful what you wish for",1,0,1
"be even better than the last",1,0,1
"be grateful for what you have",2,0,1
"be interesting to see what direction",1,0,1
"be on the lookout for a",1,0,1
"be on the safe side i",1,0,1
"be one of the first to",1,0,1
"be sure to check it out",2,0,3
"be sure to check out the",3,0,2
"be the center of the universe",1,0,1
"be the change you wish to",1,0,2
"be waiting for me when i",1,0,1
"because i felt like i was",2,0,1
"because i was a band geek",1,0,1
"because the bible says it's wrong",1,0,1
"been a long time since i",3,0,1
"been on my to read list",1,0,1
"been way too long since i've",1,0,1
"best of luck to you and",1,0,2
"between a man and a woman",1,2,0
"blog so we can check it",1,0,1
"bound to happen sooner or later",1,0,1
"brought tears to my eyes a",1,0,1
"but all i can do is",1,0,1
"but at the end of the",3,0,3
"but at the same time i",2,0,1
"but i've never been one to",1,0,1
"but i don't know if the",1,0,1
"but i don't want to be",1,0,1
"but i have no doubt that",1,0,1
"but i have no plans to",1,0,1
"but i like to think of",1,0,1
"but i really don't want to",1,0,2
"but i think i'd like to",1,0,1
"but i think i needed to",1,0,1
"but i think i want to",1,0,1
"but if that's the worst thing",1,0,1
"but if you really want to",1,0,1
"but in order to do that",1,0,1
"but it doesn't have to be",2,0,1
"but it is what it is",0,1,1
"but that didn't stop me from",1,0,1
"but the devil is in the",1,1,0
"but the man is an idiot",1,0,1
"but then again i'm not the",1,0,1
"by the end of the day",3,1,1
"by the end of the month",1,0,2
"by the end of the week",4,0,3
"by the end of the weekend",1,0,1
"by the end of the year",3,0,1
"can't believe it's been a year",1,0,1
"can't tell you how much i",1,0,1
"can't wait to do it again",1,0,2
"can't wait to get back to",1,0,2
"can't wait to see what else",1,0,1
"can't wait to share them with",1,0,1
"can always be counted on to",1,1,0
"can come from the most unlikely",1,0,1
"can come true if we have",1,0,1
"can come up with the best",1,0,1
"can do for his children is",1,0,1
"can only be found in the",1,0,1
"caught up with me and i",1,0,1
"centers for disease control and prevention",2,1,0
"challenges are not supposed to paralyze",1,0,1
"chance to win a pair of",1,0,2
"change in the relationship between the",1,1,0
"change the things i can and",1,0,1
"change you wish to see in",1,0,2
"christmas and happy new year and",1,0,1
"close they were to success when",1,0,1
"come to the conclusion that we",1,0,1
"come true if we have the",1,0,1
"could have bought a really nice",0,1,1
"couldn't have been a more perfect",1,0,1
"couldn't have said it better myself",1,0,1
"couples should be able to get",1,0,5
"courage to change the things i",1,0,1
"court of appeals for the second",1,1,0
"day from all of us at",1,0,1
"day of the rest of my",1,0,2
"day to all of the moms",1,0,2
"democratic national committee chair debbie wasserman",1,0,1
"details on how to make your",1,0,1
"didn't think it was possible to",1,0,1
"dignity of gays and lesbians in",0,1,1
"do a better job of keeping",1,1,1
"do i need to do to",1,0,1
"do not be anxious about tomorrow",1,0,1
"do the right thing for the",1,0,1
"do what you have to do",1,0,1
"do whatever it takes to make",1,0,1
"do you have to be to",1,0,1
"do you know who i am",3,0,1
"do you want me to do",2,0,1
"do you want to read about",1,0,1
"does it take to get to",1,0,1
"does that have to do with",2,0,2
"doesn't get much better than this",1,0,3
"don't even know what to do",1,0,1
"don't even know where to begin",1,0,1
"don't forget to check out my",1,0,1
"don't get me wrong i love",2,0,1
"don't got nothing to do with",1,0,1
"don't know about you but i",3,0,2
"don't know how i feel about",1,0,2
"don't know how to do this",1,0,1
"don't know if i can make",1,0,1
"don't know if i could ever",0,1,1
"don't know if i want to",0,1,1
"don't know what else to say",1,0,1
"don't know what it is but",1,0,1
"don't know what to do next",1,0,1
"don't know what to do with",2,0,2
"don't know what to think about",1,0,1
"don't know where to start i",1,0,1
"don't let anyone tell you you",1,0,1
"don't want to live in the",1,0,1
"don't want to miss out on",1,0,1
"don't want to think about that",1,0,1
"each and every one of us",1,0,1
"each and every one of you",1,0,1
"editor of the news of the",1,1,0
"end of the month but i",1,0,1
"end of the spectrum is the",1,1,0
"even know what to do anymore",1,0,1
"every night before you go to",1,0,1
"everyone that came out to the",1,0,1
"excited to be a part of",1,0,3
"fact of the matter is that",1,0,1
"failures are people who did not",1,0,1
"father can do for his children",1,0,1
"feel free to check it out",1,0,1
"figure out how to use the",1,0,1
"find a way to get it",0,1,1
"finished by the end of the",2,0,1
"first day of school and i",1,0,1
"first day of the rest of",1,0,1
"first thing that came to my",1,0,1
"first time in a long time",2,0,3
"first time in my life i",3,0,1
"first you don't succeed try try",0,1,1
"for a chance to win a",2,0,11
"for a minute or two then",1,0,1
"for a while and i finally",1,0,1
"for a while or until the",1,0,1
"for an hour and a half",3,0,2
"for being a good friend to",1,0,1
"for giving me the opportunity to",1,0,1
"for giving us such a great",1,0,1
"for itself sufficient for the day",1,0,1
"for me when i get home",1,0,1
"for the better part of a",3,1,0
"for the day is its own",1,0,1
"for the first time i feel",1,0,1
"for the first time in a",4,0,6
"for the first time in months",1,0,2
"for the first time in my",3,0,2
"for the first time in the",2,1,0
"for the first time in weeks",1,0,1
"for the first time in years",1,0,3
"for the first time it was",1,0,1
"for the first time this year",1,0,2
"for the last couple of days",1,0,1
"for the life of me i",4,0,1
"for the longest time but i",1,0,1
"for the rest of his life",1,0,1
"for the rest of my life",6,1,6
"for the rest of the day",2,0,6
"for the rest of the week",1,0,2
"for the rest of the world",1,0,1
"for the rest of the year",2,0,3
"for the rest of their lives",1,1,0
"for the rest of your life",1,0,3
"for the second time this week",1,1,1
"for those of you who have",3,0,2
"for three days in a row",1,0,1
"for tomorrow will be anxious for",1,0,1
"for your chance to win an",1,0,1
"friend is someone who knows all",1,0,1
"front page of the new york",1,1,0
"get a few hours of sleep",1,0,1
"get anything done in this world",1,0,1
"get back into the habit of",1,0,1
"get back into the swing of",1,0,1
"get in the way of my",1,0,1
"get in the way of your",1,0,1
"get ready to start my day",1,0,1
"getting back into the swing of",1,0,1
"getting government out of the way",1,1,0
"give a shout out to the",1,0,1
"glad to be rid of the",1,0,1
"go all the way to the",2,0,1
"go down as one of the",1,1,0
"go out of their way to",1,0,1
"god grant me the serenity to",1,0,1
"god has placed in your life",1,0,1
"going back to the drawing board",1,0,1
"going from failure to failure without",1,0,1
"going on in my life right",1,0,2
"going to be a good one",1,0,1
"going to be a lot of",2,1,0
"going to be able to go",1,0,1
"going to be able to look",1,0,1
"going to be one of the",1,0,2
"going to have a lot of",1,0,1
"going to have so much fun",1,0,1
"going to have to find a",1,0,1
"going to make it to the",1,0,2
"going to spend the rest of",1,0,2
"going to take a lot of",1,0,2
"going to try to make it",1,0,1
"gonna be here for a while",1,0,1
"good friend of mine who is",1,0,1
"good weekend was had by all",1,0,1
"grant me the serenity to accept",1,0,1
"had a great time working on",1,0,1
"had anything to do with it",3,0,1
"had no idea what i was",1,0,1
"had nothing to do with the",2,1,0
"had something to do with the",2,0,1
"had such a great time with",1,0,1
"happy holidays from all of us",1,0,1
"happy mother's day from all of",1,0,2
"happy mothers day to all of",1,0,1
"happy mothers day to all the",1,0,7
"happy with how they turned out",1,0,1
"hard for me to keep up",1,0,1
"hard for me to talk about",1,0,1
"has a lot to do with",1,0,1
"has been a few days since",1,0,1
"has been and continues to be",1,0,1
"has nothing to do with the",1,0,1
"have a feeling that is going",1,0,1
"have a long way to go",4,0,1
"have a lot of catching up",1,0,1
"have a lot of free time",1,0,1
"have a lot of work to",2,0,1
"have a lot to be happy",1,0,1
"have a love hate relationship with",3,0,1
"have always wanted to be a",1,0,1
"have any questions please feel free",1,0,1
"have been eliminated from the playoffs",0,1,1
"have been for a while now",1,0,1
"have no idea how many times",1,0,1
"have no idea how much i",1,0,2
"have no idea what i am",1,0,1
"have no idea where to go",1,0,1
"have to find a way to",1,1,0
"have to go back to the",2,0,1
"have to go to school and",1,0,1
"have to go to work and",1,0,1
"have to learn the hard way",1,0,1
"he said he wanted to make",1,0,1
"he was one of the most",0,1,1
"hear from you what do you",1,0,1
"here in a couple of weeks",0,1,1
"hey aren't you supposed to be",1,0,2
"him in the head with a",1,0,1
"hit in the head with a",0,1,1
"hit the nail on the head",1,0,3
"home to see my family and",1,1,0
"hope everyone had a great weekend",1,0,2
"hope everyone is enjoying their weekend",1,0,1
"hope to see you at the",2,0,6
"hope you all had a great",2,0,3
"hope you all had a wonderful",2,0,1
"hope you all have a fantastic",1,0,1
"hope you all have a great",2,0,4
"hope you are all having a",2,0,1
"hope you had a wonderful time",1,0,1
"hope you have a great day",1,0,5
"hope you have a great weekend",2,0,4
"horrible no good very bad day",1,0,1
"how are we going to pay",1,0,1
"how close they were to success",1,0,1
"how long did it take to",1,0,1
"how long have you been playing",1,0,1
"how lucky i am to have",1,0,1
"how many licks does it take",1,0,1
"how to get the best out",1,0,1
"how you do what you do",1,0,1
"i'd love to be able to",2,0,1
"i'd love to work with you",1,0,1
"i'll keep an eye out for",1,0,1
"i'll let you know when i",1,0,1
"i'm a big fan of the",1,0,2
"i'm afraid this is going to",1,0,1
"i'm amazed at the amount of",1,0,1
"i'm excited to announce that i",1,0,1
"i'm going to make the best",1,1,0
"i'm going to tell you to",1,0,1
"i'm going to watch a movie",1,0,1
"i'm looking forward to reading it",1,0,2
"i'm not a big fan of",1,0,2
"i'm not a fan of the",1,0,2
"i'm not the only one who",2,0,2
"i'm trying to say is i",1,0,1
"i'm very happy with how they",1,0,1
"i've been thinking a lot about",1,0,1
"i've been thinking about it and",1,0,1
"i've come to the conclusion that",1,0,1
"i've had in a long time",1,0,1
"i am a big fan of",1,0,2
"i am going to try to",3,0,1
"i am happy to say i",1,0,1
"i am looking forward to the",1,0,1
"i am not alone in this",1,0,1
"i am not going to be",1,0,2
"i am not sure if even",1,0,1
"i am not the only one",2,0,1
"i am now a huge fan",1,0,1
"i am on my way to",0,1,1
"i am one of those people",1,0,1
"i am really looking forward to",4,0,1
"i am so happy that i",1,0,1
"i am so not looking forward",1,0,2
"i am still trying to figure",1,0,1
"i am the only one who",1,0,1
"i am trying to figure out",1,0,1
"i am very fortunate to have",1,0,1
"i can't help but think about",1,0,1
"i can't help but think of",2,0,1
"i can't remember the last time",1,1,0
"i can't tell you how much",1,0,1
"i can't wait to see how",1,0,1
"i can't wait to see the",1,0,4
"i can't wait to see what",4,0,2
"i can't wait to see you",1,0,8
"i can't wait to share them",1,0,1
"i can't wait to take a",1,0,1
"i can come up with is",1,0,1
"i can do it anyone can",1,0,1
"i can say is that i",1,0,1
"i can tell the difference i",1,0,1
"i can tell you is that",2,0,1
"i could get a picture of",1,0,1
"i could go back in time",1,0,1
"i decided it was time to",2,0,1
"i decided to check out the",1,0,1
"i didn't get a chance to",2,0,1
"i didn't realize how much i",1,0,1
"i didn't think it was possible",1,0,2
"i do not want to see",1,0,1
"i don't care what they say",1,0,1
"i don't care what you say",1,0,1
"i don't even know what that",1,0,2
"i don't even know what to",1,0,2
"i don't even know where to",1,0,3
"i don't even remember when i",1,0,1
"i don't have to deal with",1,0,1
"i don't have to go to",1,0,2
"i don't have to worry about",1,1,1
"i don't know about you but",9,0,2
"i don't know how many times",2,2,0
"i don't know how to be",1,0,1
"i don't know how to do",1,0,2
"i don't know if i can",3,0,1
"i don't know if i want",0,1,1
"i don't know if this is",1,0,1
"i don't know what else to",2,0,1
"i don't know what it is",3,0,2
"i don't know what to do",3,0,3
"i don't know what to say",1,0,1
"i don't know what to think",1,0,1
"i don't know who you are",1,0,1
"i don't like it when my",1,0,1
"i don't think i've had this",1,0,1
"i don't think i can do",1,0,1
"i don't think i can stand",1,0,1
"i don't think it's going to",1,1,0
"i don't think that is the",1,0,1
"i don't want to be a",1,0,2
"i don't want to do anything",1,0,1
"i don't want to live in",1,0,1
"i don't want to look like",1,0,1
"i don't want to think about",1,0,1
"i feel like i have to",1,0,1
"i feel like this is a",0,1,1
"i feel the same way about",1,0,1
"i fell in love with them",1,0,1
"i felt the same way about",1,0,1
"i got it in the mail",1,0,1
"i got my wisdom teeth out",1,0,1
"i guess what i'm saying is",1,1,0
"i had a bit of a",1,0,1
"i had a great time working",1,0,1
"i had a lot of fun",1,0,1
"i had no idea what was",1,0,2
"i had to go to my",1,0,1
"i had to go to the",2,0,1
"i hate to admit it but",1,0,2
"i hate to say it but",2,0,1
"i have a feeling that is",1,0,1
"i have a lot of work",1,0,2
"i have a love hate relationship",3,0,1
"i have a question for you",1,0,2
"i have added it to my",1,0,1
"i have always wanted to be",1,0,1
"i have always wanted to go",1,0,1
"i have hope that one day",1,0,1
"i have no clue what i",1,0,2
"i have no idea what i",1,0,2
"i have no idea where she",1,0,1
"i have not had time to",1,0,1
"i have to do to get",1,0,1
"i have to look forward to",1,0,1
"i have to put it in",1,0,1
"i have to say i'm not",1,0,1
"i have to say i was",2,0,1
"i haven't had a chance to",1,0,1
"i heard it through the grapevine",1,0,1
"i hope all is well with",1,0,1
"i hope you all have a",5,0,2
"i hope you have a great",1,0,7
"i just can't bring myself to",1,0,1
"i just don't have the time",1,0,1
"i just had a conversation with",1,0,1
"i just need to figure out",1,0,1
"i just want someone to care",1,0,1
"i just want to go to",1,0,2
"i just want to show you",1,0,1
"i just want to take a",1,0,1
"i just wasn't in the mood",1,0,1
"i kind of want to make",1,0,1
"i knew i was going to",3,0,2
"i knew it was a long",1,1,0
"i knew it was going to",1,0,1
"i knew there had to be",1,0,1
"i knew you were going to",1,0,1
"i know for a fact that",2,0,1
"i know i'm not the only",1,0,1
"i know what i'll be doing",1,0,1
"i know what you mean i",1,0,1
"i like to think of them",1,0,1
"i live in the land of",1,0,1
"i look in the mirror and",1,0,2
"i looked in the mirror and",1,0,1
"i love the idea of a",1,0,1
"i love this time of year",1,0,2
"i love you you are my",1,0,1
"i loved him when he was",1,0,1
"i may just have to do",1,0,1
"i need to get back into",1,0,1
"i need to get back to",2,0,1
"i need to get over it",1,0,1
"i need to talk to you",0,1,2
"i need you in my life",1,0,1
"i pray that one day you",1,1,0
"i promise i will be back",1,0,1
"i really have nothing to say",1,0,1
"i really wanted to make a",2,0,1
"i say is not what i",1,0,1
"i say to myself i should",1,0,1
"i should have been more specific",1,0,1
"i spend a lot of time",1,0,1
"i spent a lot of time",1,0,1
"i still have a long way",1,0,1
"i think a lot of people",1,1,2
"i think back to the day",1,0,1
"i think i am going to",2,0,2
"i think i am the only",1,0,1
"i think i can speak for",1,0,1
"i think it's a good thing",1,0,1
"i think it's fair to say",4,1,0
"i think it's safe to say",2,0,2
"i think it was part of",1,0,1
"i think it would be a",1,0,1
"i think it would be fun",1,0,1
"i think one of the best",0,1,1
"i think same couples should be",1,0,2
"i think that i shall never",1,0,1
"i think there was a bit",1,0,1
"i think we need to see",1,1,0
"i thought it was a great",1,0,1
"i thought it was kind of",2,1,0
"i thought it would be but",1,0,1
"i use it all the time",1,0,1
"i used to think i was",1,0,1
"i wake up in the morning",1,1,0
"i want to be able to",1,1,2
"i want to do is sleep",1,0,1
"i want to go back to",2,0,1
"i want to go to the",1,0,3
"i want to live in a",1,0,3
"i want you to be happy",1,0,1
"i want you to think about",1,0,1
"i was able to use the",1,1,0
"i was about to ask that",1,0,1
"i was glad to hear that",1,0,1
"i was going to have a",1,0,1
"i was going to have to",2,0,1
"i was in a hurry to",1,0,1
"i was in the middle of",2,0,1
"i was just trying to get",0,1,1
"i was laughing so hard i",1,0,1
"i was not the only one",1,0,1
"i was one of those people",2,0,1
"i was so happy to be",1,0,1
"i was very lucky that i",1,0,1
"i wasn't a fan of the",1,0,1
"i went back to my old",1,0,1
"i will be sure to post",1,0,1
"i will be trying to do",1,0,1
"i will not be able to",1,0,1
"i wish i could be there",1,0,1
"i wish i could get a",1,0,2
"i would be more than happy",1,0,1
"i would have done better to",1,0,1
"i would have done the same",1,0,1
"i would like to chat about",1,0,1
"i would like to invite you",1,0,1
"i would like to point out",1,0,1
"i would like to say a",1,0,1
"i would like to thank the",1,0,2
"i would like to thank you",1,0,1
"i would look forward to a",1,0,1
"i would love it if you",1,0,1
"i would love to know how",1,1,0
"i would never be so rude",1,0,1
"i would very much like to",1,0,1
"i wouldn't be where i am",0,1,1
"i wouldn't have been able to",1,0,2
"i wouldn't have it any other",1,0,1
"i wouldn't know what to do",1,0,1
"if at first you don't succeed",0,1,2
"if he wants to make it",1,1,0
"if i can do it anyone",1,0,1
"if i were a boy i'd",1,0,1
"if it weren't for the kids",1,0,1
"if that is the case i",1,0,1
"if there is anything i can",1,0,1
"if there was anything he could",1,0,1
"if we have the courage to",1,0,1
"if you're on the right track",1,0,1
"if you are in the area",1,0,2
"if you are interested in the",1,0,2
"if you are looking for something",1,0,1
"if you do not have a",1,0,1
"if you don't share it you",1,0,1
"if you don't want me to",1,0,1
"if you don't want to be",1,0,1
"if you have any other questions",1,0,1
"if you have any questions or",1,0,1
"if you have any questions please",1,0,1
"if you haven't figured it out",2,0,1
"if you haven't read it yet",1,0,1
"if you know what i mean",1,0,2
"if you take the time to",1,0,1
"if you want it bad enough",1,0,1
"if you want to be a",1,0,3
"if you want to catch the",1,0,1
"if you want to do a",1,0,1
"if you want to have a",1,0,1
"if you want to join the",1,0,1
"if you want to know what",1,0,1
"if you want to tell me",1,0,1
"if you want to use it",1,0,1
"if you would like me to",1,0,1
"if you would like to get",1,0,1
"if you would like to read",1,0,1
"imagination is more important than knowledge",1,0,1
"imitation is the sincerest form of",0,1,1
"in a large skillet over medium",3,1,0
"in a matter of fact tone",1,1,0
"in a week and a half",1,0,1
"in front of me on the",1,0,2
"in my neck of the woods",1,0,2
"in order to be the best",1,0,1
"in that neck of the woods",1,0,1
"in the back of the line",1,0,1
"in the blink of an eye",1,0,2
"in the corner of your eye",1,0,1
"in the first half of 2011",1,1,0
"in the grand scheme of things",3,1,0
"in the history of the world",3,0,1
"in the late 80s early 90s",1,0,1
"in the market for a new",1,0,2
"in the middle of nowhere the",1,0,1
"in the middle of the flower",1,1,0
"in the middle of the night",14,1,10
"in the morning and i'm still",2,0,1
"in the next couple of days",2,1,1
"in the next couple of months",1,0,1
"in the next few weeks so",1,0,1
"in the next week or so",1,0,1
"in the next week or two",1,1,0
"in the same way that the",1,0,1
"in the us house of representatives",1,1,0
"in the valley of the shadow",1,0,1
"in the week leading up to",1,0,1
"in the world i will be",1,0,1
"in your neck of the woods",1,0,1
"integrity is doing the right thing",1,0,1
"is a big step in the",1,0,1
"is a breath of fresh air",1,0,1
"is a daily reminder of how",1,0,1
"is a force to be reckoned",1,0,1
"is a great way to have",1,0,1
"is a means to an end",1,0,3
"is a thing of the past",1,0,1
"is about a lot more than",1,0,1
"is all i have to say",1,0,2
"is all i want to do",1,0,1
"is anything i can do to",1,0,1
"is as much a part of",1,0,1
"is at the top of my",1,0,1
"is going from failure to failure",1,0,1
"is going to be a good",1,0,3
"is going to be full of",1,0,1
"is going to be one of",1,0,6
"is going to be so much",1,0,1
"is going to be the last",1,0,1
"is how it should be done",1,0,1
"is i just don't have the",1,0,1
"is in the hands of a",1,1,0
"is in the middle of a",2,1,0
"is in the midst of a",1,0,1
"is it just me or did",1,0,2
"is it just me or do",1,0,3
"is less than a week away",1,0,1
"is looking for a way to",1,0,1
"is no such thing as a",3,0,3
"is not at all the same",1,0,1
"is not going to be a",1,1,0
"is nothing either good or bad",1,0,1
"is one of the few places",1,0,1
"is one of the most important",2,0,1
"is one of the reasons i",2,0,2
"is only a matter of time",1,1,0
"is open to the public and",1,1,0
"is shaping up to be a",2,0,1
"is shaping up to be the",1,1,0
"is someone who knows all about",1,0,1
"is starting to get a little",1,0,1
"is still a great place to",1,0,1
"is that there is no such",0,1,1
"is the best time of year",1,0,1
"is the first i've heard of",1,0,1
"is the first time i have",1,0,1
"is the last thing i want",1,0,1
"is the only one i can",1,0,1
"is the part of me that",2,0,1
"is the quiet voice at the",1,0,1
"is the result of the past",1,0,1
"is the sincerest form of flattery",0,1,1
"is there anything you would like",1,0,1
"is there such a thing as",2,0,5
"is what you see in the",1,0,1
"it's always a pleasure to get",1,0,1
"it's been a long time since",1,0,1
"it's been a while since i",4,0,2
"it's been a while since i've",1,0,1
"it's been so long since i've",2,0,1
"it's going to be a big",0,1,1
"it's going to be a fun",0,1,2
"it's going to be a good",1,1,4
"it's not a bad idea to",1,1,0
"it's not a big deal but",1,1,0
"it's not that i don't want",1,0,1
"it's not the end of the",1,1,0
"it's only a matter of time",4,1,2
"it at the end of the",1,0,1
"it can be used as a",1,0,1
"it couldn't have been a more",1,0,1
"it didn't look like it was",2,0,1
"it didn't work out that way",1,1,0
"it doesn't take a rocket scientist",1,0,1
"it every once in a while",1,0,1
"it has been a few days",1,0,1
"it has been a long time",1,0,1
"it has more to do with",1,0,1
"it has something to do with",1,0,1
"it have something to do with",0,1,1
"it is about what you are",1,0,1
"it is going to be a",4,0,3
"it is hard to believe that",3,0,1
"it is important to note that",3,0,1
"it is important to remember that",3,1,0
"it is never too late to",1,0,1
"it is one of the best",2,1,0
"it is one of the most",2,0,1
"it is probably because of my",1,0,1
"it is the only way to",1,0,1
"it just me or did the",1,0,1
"it off and take it to",1,0,1
"it one day at a time",1,0,2
"it puts me in a good",1,0,1
"it take to get to the",1,0,1
"it takes a lot less time",1,0,1
"it to the other side of",0,1,1
"it was a little bit of",1,0,1
"it was a lot of fun",2,0,3
"it was all i could do",1,0,1
"it was going to be a",3,0,1
"it was gone in less than",1,0,1
"it was love at first sight",1,0,1
"it was nice to have a",1,0,1
"it was one of the most",4,0,1
"it was only a matter of",1,0,1
"it was raining cats and dogs",1,0,1
"it was the right thing to",1,1,0
"it will be interesting to see",3,1,0
"it will take you to the",1,1,0
"it would be great if you",2,0,2
"it would be nice to know",1,0,1
"it would mean so much to",1,0,1
"itself sufficient for the day is",1,0,1
"journal of the american medical association",1,1,0
"just another brick in the wall",1,0,1
"just for the heck of it",2,0,1
"just had a conversation with a",1,0,1
"just in time for valentine's day",1,0,2
"just need to figure out which",1,0,1
"just what i needed to read",1,0,1
"knew i was going to have",1,0,1
"knew it was going to be",1,0,1
"know about you but i have",1,0,1
"know for a fact that i",1,0,1
"know if i can make it",1,0,1
"know if there is anything i",1,0,1
"know if you have any questions",1,0,6
"know if you want to join",1,0,1
"know one way or the other",1,1,0
"know that they will continue to",1,1,0
"know what i'm going to do",1,0,2
"know what is going on with",1,0,1
"know what it means to be",1,0,1
"know what to do next so",1,0,1
"know what to do with myself",2,0,2
"know what you think about the",1,0,1
"know whether to laugh or cry",1,0,1
"knows a thing or two about",1,0,1
"knows all about you and still",1,0,1
"large skillet over medium heat heat",1,1,0
"last night for the first time",1,0,1
"last thing i want to be",1,0,1
"last week that he plans to",1,1,0
"learn a thing or two from",1,0,1
"let me know and i will",1,0,1
"let me know if there is",1,0,1
"let me know if you'd like",1,0,1
"let me know if you are",1,0,3
"let me know if you have",2,0,2
"let me know if you want",1,0,9
"let me know so i can",1,0,1
