"","term","count","additive","probability","lnProbability"
"49","(confirmação","1","2","0.000836820083682008","-7.08590146436561"
"50","(http://j.mp/10tohxc","1","2","0.000836820083682008","-7.08590146436561"
"51","(http://j.mp/10tohxg","1","2","0.000836820083682008","-7.08590146436561"
"52","(i.e","1","2","0.000836820083682008","-7.08590146436561"
"53","(ils","1","2","0.000836820083682008","-7.08590146436561"
"54","(line","1","2","0.000836820083682008","-7.08590146436561"
"55","(one-to-one","1","2","0.000836820083682008","-7.08590146436561"
"56","(some","1","2","0.000836820083682008","-7.08590146436561"
"57","(their","1","2","0.000836820083682008","-7.08590146436561"
"58","@aalbertson","1","2","0.000836820083682008","-7.08590146436561"
"59","@abhijeetmk","1","2","0.000836820083682008","-7.08590146436561"
"60","@adrienneleigh","1","2","0.000836820083682008","-7.08590146436561"
"61","@ankeshk","1","2","0.000836820083682008","-7.08590146436561"
"62","@biggoldring","1","2","0.000836820083682008","-7.08590146436561"
"63","@bluehayes","1","2","0.000836820083682008","-7.08590146436561"
"64","@camj59","5","6","0.00251046025104603","-5.9872891756975"
"65","@cemsisman","1","2","0.000836820083682008","-7.08590146436561"
"66","@chrislema","5","6","0.00251046025104603","-5.9872891756975"
"67","@compactcode","1","2","0.000836820083682008","-7.08590146436561"
"68","@devongovett","3","4","0.00167364016736402","-6.39275428380566"
"69","@drupalplanet","1","2","0.000836820083682008","-7.08590146436561"
"70","@dzuelke","2","3","0.00125523012552301","-6.68043635625745"
"71","@edocr","1","2","0.000836820083682008","-7.08590146436561"
"72","@eladlouni","3","4","0.00167364016736402","-6.39275428380566"
"73","@elie__","2","3","0.00125523012552301","-6.68043635625745"
"74","@ericcandino","1","2","0.000836820083682008","-7.08590146436561"
"75","@flo_rian","1","2","0.000836820083682008","-7.08590146436561"
"76","@frankioh","1","2","0.000836820083682008","-7.08590146436561"
"77","@freedomwalker77","1","2","0.000836820083682008","-7.08590146436561"
"78","@gidogeek","1","2","0.000836820083682008","-7.08590146436561"
"79","@guillaumepotier","1","2","0.000836820083682008","-7.08590146436561"
"80","@henrik","1","2","0.000836820083682008","-7.08590146436561"
"81","@hiway","1","2","0.000836820083682008","-7.08590146436561"
"82","@icntmx","1","2","0.000836820083682008","-7.08590146436561"
"83","@jeremyweir","1","2","0.000836820083682008","-7.08590146436561"
"84","@josscrowcroft","1","2","0.000836820083682008","-7.08590146436561"
"85","@juanpabloaj","1","2","0.000836820083682008","-7.08590146436561"
"86","@kanonbulle","1","2","0.000836820083682008","-7.08590146436561"
"87","@kennydude","1","2","0.000836820083682008","-7.08590146436561"
"88","@kennyfraser","1","2","0.000836820083682008","-7.08590146436561"
"89","@khiger","1","2","0.000836820083682008","-7.08590146436561"
"90","@levelos","1","2","0.000836820083682008","-7.08590146436561"
"91","@ljharb","1","2","0.000836820083682008","-7.08590146436561"
"92","@mailchimp","4","5","0.00209205020920502","-6.16961073249146"
"93","@mailchimp's","2","3","0.00125523012552301","-6.68043635625745"
"94","@mailjet","1","2","0.000836820083682008","-7.08590146436561"
"95","@mandrill","2","3","0.00125523012552301","-6.68043635625745"
"96","@mandrillapp","13","14","0.00585774058577406","-5.1399913153103"
"97","@manojranaweera","1","2","0.000836820083682008","-7.08590146436561"
"98","@marcelosomers","1","2","0.000836820083682008","-7.08590146436561"
"99","@masuga","1","2","0.000836820083682008","-7.08590146436561"
"100","@matt_pickett","1","2","0.000836820083682008","-7.08590146436561"
"101","@mattwdelong","1","2","0.000836820083682008","-7.08590146436561"
"102","@meeiw","1","2","0.000836820083682008","-7.08590146436561"
"103","@michaelmior","1","2","0.000836820083682008","-7.08590146436561"
"104","@mnordin","1","2","0.000836820083682008","-7.08590146436561"
"105","@myshoggoth)","1","2","0.000836820083682008","-7.08590146436561"
"106","@nathanbowser","1","2","0.000836820083682008","-7.08590146436561"
"107","@nathansmith","2","3","0.00125523012552301","-6.68043635625745"
"108","@reevesman","1","2","0.000836820083682008","-7.08590146436561"
"109","@reubenpressman","1","2","0.000836820083682008","-7.08590146436561"
"110","@richaskew","1","2","0.000836820083682008","-7.08590146436561"
"111","@rodbegbie","1","2","0.000836820083682008","-7.08590146436561"
"112","@rossdeane","1","2","0.000836820083682008","-7.08590146436561"
"113","@sampad","1","2","0.000836820083682008","-7.08590146436561"
"114","@sanjubhambhani","1","2","0.000836820083682008","-7.08590146436561"
"115","@sendgrid","4","5","0.00209205020920502","-6.16961073249146"
"116","@sinue","3","4","0.00167364016736402","-6.39275428380566"
"117","@tamiyadd","1","2","0.000836820083682008","-7.08590146436561"
"118","@thatmarvin","1","2","0.000836820083682008","-7.08590146436561"
"119","@tinyletter","1","2","0.000836820083682008","-7.08590146436561"
"120","@traskjd","1","2","0.000836820083682008","-7.08590146436561"
"121","@treize2","1","2","0.000836820083682008","-7.08590146436561"
"122","@variuxdavid","1","2","0.000836820083682008","-7.08590146436561"
"123","@veroapp","1","2","0.000836820083682008","-7.08590146436561"
"124","@webplatform","1","2","0.000836820083682008","-7.08590146436561"
"125","@wesbos","1","2","0.000836820083682008","-7.08590146436561"
"126","[blog]","2","3","0.00125523012552301","-6.68043635625745"
"127","______","1","2","0.000836820083682008","-7.08590146436561"
"128","1.0.22","1","2","0.000836820083682008","-7.08590146436561"
"129","1.0.29","1","2","0.000836820083682008","-7.08590146436561"
"130","3rd-party","1","2","0.000836820083682008","-7.08590146436561"
"131","able","1","2","0.000836820083682008","-7.08590146436561"
"132","about","9","10","0.00418410041841004","-5.47646355193151"
"133","access","1","2","0.000836820083682008","-7.08590146436561"
"134","account","8","9","0.00376569037656904","-5.58182406758934"
"135","activity","1","2","0.000836820083682008","-7.08590146436561"
"136","adding","1","2","0.000836820083682008","-7.08590146436561"
"137","additional","3","4","0.00167364016736402","-6.39275428380566"
"138","addresses","1","2","0.000836820083682008","-7.08590146436561"
"139","admon","1","2","0.000836820083682008","-7.08590146436561"
"140","affair","1","2","0.000836820083682008","-7.08590146436561"
"141","after","2","3","0.00125523012552301","-6.68043635625745"
"142","aggregate","1","2","0.000836820083682008","-7.08590146436561"
"143","algorithm","1","2","0.000836820083682008","-7.08590146436561"
"144","all.","1","2","0.000836820083682008","-7.08590146436561"
"145","already","3","4","0.00167364016736402","-6.39275428380566"
"146","alternate","1","2","0.000836820083682008","-7.08590146436561"
"147","alternatives","1","2","0.000836820083682008","-7.08590146436561"
"148","amazon","1","2","0.000836820083682008","-7.08590146436561"
"149","among","1","2","0.000836820083682008","-7.08590146436561"
"150","animal","1","2","0.000836820083682008","-7.08590146436561"
"151","any)","1","2","0.000836820083682008","-7.08590146436561"
"152","anyone","3","4","0.00167364016736402","-6.39275428380566"
"153","aperturas","1","2","0.000836820083682008","-7.08590146436561"
"154","api.","1","2","0.000836820083682008","-7.08590146436561"
"155","app.","1","2","0.000836820083682008","-7.08590146436561"
"156","application","1","2","0.000836820083682008","-7.08590146436561"
"157","approach","1","2","0.000836820083682008","-7.08590146436561"
"158","apps","1","2","0.000836820083682008","-7.08590146436561"
"159","apps)","1","2","0.000836820083682008","-7.08590146436561"
"160","area","1","2","0.000836820083682008","-7.08590146436561"
"161","array","1","2","0.000836820083682008","-7.08590146436561"
"162","arrays","1","2","0.000836820083682008","-7.08590146436561"
"163","article","1","2","0.000836820083682008","-7.08590146436561"
"164","atau","1","2","0.000836820083682008","-7.08590146436561"
"165","attention","1","2","0.000836820083682008","-7.08590146436561"
"166","auth","1","2","0.000836820083682008","-7.08590146436561"
"167","automático","1","2","0.000836820083682008","-7.08590146436561"
"168","automáticos","1","2","0.000836820083682008","-7.08590146436561"
"169","autoplay","1","2","0.000836820083682008","-7.08590146436561"
"170","available","1","2","0.000836820083682008","-7.08590146436561"
"171","avec","2","3","0.00125523012552301","-6.68043635625745"
"172","avoid","1","2","0.000836820083682008","-7.08590146436561"
"173","awesome","1","2","0.000836820083682008","-7.08590146436561"
"174","back","1","2","0.000836820083682008","-7.08590146436561"
"175","base","1","2","0.000836820083682008","-7.08590146436561"
"176","based","1","2","0.000836820083682008","-7.08590146436561"
"177","been","3","4","0.00167364016736402","-6.39275428380566"
"178","before","1","2","0.000836820083682008","-7.08590146436561"
"179","best","2","3","0.00125523012552301","-6.68043635625745"
"180","beware","1","2","0.000836820083682008","-7.08590146436561"
"181","biased","1","2","0.000836820083682008","-7.08590146436561"
"182","bien","2","3","0.00125523012552301","-6.68043635625745"
"183","blocked","1","2","0.000836820083682008","-7.08590146436561"
"184","blog","2","3","0.00125523012552301","-6.68043635625745"
"185","both","1","2","0.000836820083682008","-7.08590146436561"
"186","bounce","6","7","0.00292887029288703","-5.83313849587024"
"187","brainstorm","1","2","0.000836820083682008","-7.08590146436561"
"188","bring","1","2","0.000836820083682008","-7.08590146436561"
"189","buat","1","2","0.000836820083682008","-7.08590146436561"
"190","bugs","1","2","0.000836820083682008","-7.08590146436561"
"191","building","1","2","0.000836820083682008","-7.08590146436561"
"192","built","1","2","0.000836820083682008","-7.08590146436561"
"193","bulk","1","2","0.000836820083682008","-7.08590146436561"
"194","bullhorn","1","2","0.000836820083682008","-7.08590146436561"
"195","bylo","1","2","0.000836820083682008","-7.08590146436561"
"196","called","1","2","0.000836820083682008","-7.08590146436561"
"197","cannibaliser","1","2","0.000836820083682008","-7.08590146436561"
"198","cannot","1","2","0.000836820083682008","-7.08590146436561"
"199","captcha","1","2","0.000836820083682008","-7.08590146436561"
"200","chance","1","2","0.000836820083682008","-7.08590146436561"
"201","change","1","2","0.000836820083682008","-7.08590146436561"
"202","changes","1","2","0.000836820083682008","-7.08590146436561"
"203","cheap","1","2","0.000836820083682008","-7.08590146436561"
"204","check","2","3","0.00125523012552301","-6.68043635625745"
"205","checked","1","2","0.000836820083682008","-7.08590146436561"
"206","cheetah","1","2","0.000836820083682008","-7.08590146436561"
"207","cher","3","4","0.00167364016736402","-6.39275428380566"
"208","chez","1","2","0.000836820083682008","-7.08590146436561"
"209","cleaned","1","2","0.000836820083682008","-7.08590146436561"
"210","click","1","2","0.000836820083682008","-7.08590146436561"
"211","client","4","5","0.00209205020920502","-6.16961073249146"
"212","clients","1","2","0.000836820083682008","-7.08590146436561"
"213","cloud","1","2","0.000836820083682008","-7.08590146436561"
"214","come","1","2","0.000836820083682008","-7.08590146436561"
"215","comparû","1","2","0.000836820083682008","-7.08590146436561"
"216","competing","1","2","0.000836820083682008","-7.08590146436561"
"217","competitor)","1","2","0.000836820083682008","-7.08590146436561"
"218","computing","1","2","0.000836820083682008","-7.08590146436561"
"219","concern","1","2","0.000836820083682008","-7.08590146436561"
"220","confusing","1","2","0.000836820083682008","-7.08590146436561"
"221","considerably","1","2","0.000836820083682008","-7.08590146436561"
"222","contact","1","2","0.000836820083682008","-7.08590146436561"
"223","cool","1","2","0.000836820083682008","-7.08590146436561"
"224","correct","1","2","0.000836820083682008","-7.08590146436561"
"225","could","1","2","0.000836820083682008","-7.08590146436561"
"226","couple","1","2","0.000836820083682008","-7.08590146436561"
"227","coworker","1","2","0.000836820083682008","-7.08590146436561"
"228","crashes","1","2","0.000836820083682008","-7.08590146436561"
"229","crashing","1","2","0.000836820083682008","-7.08590146436561"
"230","critsend","1","2","0.000836820083682008","-7.08590146436561"
"231","currently","2","3","0.00125523012552301","-6.68043635625745"
"232","custom","1","2","0.000836820083682008","-7.08590146436561"
"233","customer-support","1","2","0.000836820083682008","-7.08590146436561"
"234","customized","1","2","0.000836820083682008","-7.08590146436561"
"235","d'amazon","1","2","0.000836820083682008","-7.08590146436561"
"236","darn","1","2","0.000836820083682008","-7.08590146436561"
"237","data","2","3","0.00125523012552301","-6.68043635625745"
"238","debug.","1","2","0.000836820083682008","-7.08590146436561"
"239","decreases","1","2","0.000836820083682008","-7.08590146436561"
"240","defaults","1","2","0.000836820083682008","-7.08590146436561"
"241","delisted","1","2","0.000836820083682008","-7.08590146436561"
"242","delivering","1","2","0.000836820083682008","-7.08590146436561"
"243","delivery","1","2","0.000836820083682008","-7.08590146436561"
"244","depende","1","2","0.000836820083682008","-7.08590146436561"
"245","depends","1","2","0.000836820083682008","-7.08590146436561"
"246","design","9","10","0.00418410041841004","-5.47646355193151"
"247","designed","1","2","0.000836820083682008","-7.08590146436561"
"248","designer","1","2","0.000836820083682008","-7.08590146436561"
"249","detail","5","6","0.00251046025104603","-5.9872891756975"
"250","details","13","14","0.00585774058577406","-5.1399913153103"
"251","develop","1","2","0.000836820083682008","-7.08590146436561"
"252","developer","1","2","0.000836820083682008","-7.08590146436561"
"253","developers","1","2","0.000836820083682008","-7.08590146436561"
"254","devs","1","2","0.000836820083682008","-7.08590146436561"
"255","dices","1","2","0.000836820083682008","-7.08590146436561"
"256","didn't","1","2","0.000836820083682008","-7.08590146436561"
"257","digitalocean","1","2","0.000836820083682008","-7.08590146436561"
"258","directly","1","2","0.000836820083682008","-7.08590146436561"
"259","dishes","1","2","0.000836820083682008","-7.08590146436561"
"260","disney's","1","2","0.000836820083682008","-7.08590146436561"
"261","dist","1","2","0.000836820083682008","-7.08590146436561"
"262","docs","1","2","0.000836820083682008","-7.08590146436561"
"263","documenting","1","2","0.000836820083682008","-7.08590146436561"
"264","does","2","3","0.00125523012552301","-6.68043635625745"
"265","domain","1","2","0.000836820083682008","-7.08590146436561"
"266","domains","1","2","0.000836820083682008","-7.08590146436561"
"267","don't","1","2","0.000836820083682008","-7.08590146436561"
"268","done","1","2","0.000836820083682008","-7.08590146436561"
"269","drop","1","2","0.000836820083682008","-7.08590146436561"
"270","dropped","1","2","0.000836820083682008","-7.08590146436561"
"271","drupal","3","4","0.00167364016736402","-6.39275428380566"
"272","dumped","1","2","0.000836820083682008","-7.08590146436561"
"273","e-mail","1","2","0.000836820083682008","-7.08590146436561"
"274","e-mails","2","3","0.00125523012552301","-6.68043635625745"
"275","easily.","1","2","0.000836820083682008","-7.08590146436561"
"276","easy","1","2","0.000836820083682008","-7.08590146436561"
"277","ecommerce","3","4","0.00167364016736402","-6.39275428380566"
"278","edocr.co","1","2","0.000836820083682008","-7.08590146436561"
"279","either","1","2","0.000836820083682008","-7.08590146436561"
"280","elance","1","2","0.000836820083682008","-7.08590146436561"
"281","email","26","27","0.0112970711297071","-4.48321177892123"
"282","email.","1","2","0.000836820083682008","-7.08590146436561"
"283","emails","11","12","0.00502092050209205","-5.29414199513756"
"284","emails/mo","1","2","0.000836820083682008","-7.08590146436561"
"285","enakan","1","2","0.000836820083682008","-7.08590146436561"
"286","engagement","1","2","0.000836820083682008","-7.08590146436561"
"287","engine's","1","2","0.000836820083682008","-7.08590146436561"
"288","enquiring","1","2","0.000836820083682008","-7.08590146436561"
"289","entrust","1","2","0.000836820083682008","-7.08590146436561"
"290","envio","1","2","0.000836820083682008","-7.08590146436561"
"291","equivalente","1","2","0.000836820083682008","-7.08590146436561"
"292","error","1","2","0.000836820083682008","-7.08590146436561"
"293","error(s)","1","2","0.000836820083682008","-7.08590146436561"
"294","escort","1","2","0.000836820083682008","-7.08590146436561"
"295","eshuys","9","10","0.00418410041841004","-5.47646355193151"
"296","esqueci","1","2","0.000836820083682008","-7.08590146436561"
"297","esta","1","2","0.000836820083682008","-7.08590146436561"
"298","estimated","1","2","0.000836820083682008","-7.08590146436561"
"299","even","1","2","0.000836820083682008","-7.08590146436561"
"300","every","1","2","0.000836820083682008","-7.08590146436561"
"301","everyone","1","2","0.000836820083682008","-7.08590146436561"
"302","everything","1","2","0.000836820083682008","-7.08590146436561"
"303","exactly","1","2","0.000836820083682008","-7.08590146436561"
"304","examples","1","2","0.000836820083682008","-7.08590146436561"
"305","excellently.","1","2","0.000836820083682008","-7.08590146436561"
"306","exemple","1","2","0.000836820083682008","-7.08590146436561"
"307","experience","1","2","0.000836820083682008","-7.08590146436561"
"308","facile","1","2","0.000836820083682008","-7.08590146436561"
"309","favor","1","2","0.000836820083682008","-7.08590146436561"
"310","ferramenta","1","2","0.000836820083682008","-7.08590146436561"
"311","fiasco","1","2","0.000836820083682008","-7.08590146436561"
"312","fica","1","2","0.000836820083682008","-7.08590146436561"
"313","find","2","3","0.00125523012552301","-6.68043635625745"
"314","fixes)","1","2","0.000836820083682008","-7.08590146436561"
"315","fois","1","2","0.000836820083682008","-7.08590146436561"
"316","found","1","2","0.000836820083682008","-7.08590146436561"
"317","free","2","3","0.00125523012552301","-6.68043635625745"
"318","friday","1","2","0.000836820083682008","-7.08590146436561"
"319","from","8","9","0.00376569037656904","-5.58182406758934"
"320","fwiw","1","2","0.000836820083682008","-7.08590146436561"
"321","geek","1","2","0.000836820083682008","-7.08590146436561"
"322","general","2","3","0.00125523012552301","-6.68043635625745"
"323","gets","1","2","0.000836820083682008","-7.08590146436561"
"324","getting","1","2","0.000836820083682008","-7.08590146436561"
"325","give","3","4","0.00167364016736402","-6.39275428380566"
"326","glad","3","4","0.00167364016736402","-6.39275428380566"
"327","gmail","1","2","0.000836820083682008","-7.08590146436561"
"328","goes","1","2","0.000836820083682008","-7.08590146436561"
"329","good","3","4","0.00167364016736402","-6.39275428380566"
"330","google","1","2","0.000836820083682008","-7.08590146436561"
"331","gosh","1","2","0.000836820083682008","-7.08590146436561"
"332","green","1","2","0.000836820083682008","-7.08590146436561"
"333","grid","3","4","0.00167364016736402","-6.39275428380566"
"334","guys","1","2","0.000836820083682008","-7.08590146436561"
"335","gûrer","1","2","0.000836820083682008","-7.08590146436561"
"336","handling","1","2","0.000836820083682008","-7.08590146436561"
"337","hard","1","2","0.000836820083682008","-7.08590146436561"
"338","have","18","19","0.00794979079497908","-4.83460966575912"
"339","haven't","2","3","0.00125523012552301","-6.68043635625745"
"340","header","1","2","0.000836820083682008","-7.08590146436561"
"341","heads","1","2","0.000836820083682008","-7.08590146436561"
"342","hear","1","2","0.000836820083682008","-7.08590146436561"
"343","help","4","5","0.00209205020920502","-6.16961073249146"
"344","here","4","5","0.00209205020920502","-6.16961073249146"
"345","highly","1","2","0.000836820083682008","-7.08590146436561"
"346","hitting","1","2","0.000836820083682008","-7.08590146436561"
"347","húller","1","2","0.000836820083682008","-7.08590146436561"
"348","holy","1","2","0.000836820083682008","-7.08590146436561"
"349","homepage)","1","2","0.000836820083682008","-7.08590146436561"
"350","hooray","1","2","0.000836820083682008","-7.08590146436561"
"351","hotmail","1","2","0.000836820083682008","-7.08590146436561"
"352","http://adf.ly/m0jic","1","2","0.000836820083682008","-7.08590146436561"
"353","http://awe.sm/eebz1","1","2","0.000836820083682008","-7.08590146436561"
"354","http://awe.sm/r0jhw","1","2","0.000836820083682008","-7.08590146436561"
"355","http://bit.ly/1035kio","1","2","0.000836820083682008","-7.08590146436561"
"356","http://bit.ly/10couon","1","2","0.000836820083682008","-7.08590146436561"
"357","http://bit.ly/10jzwtc","1","2","0.000836820083682008","-7.08590146436561"
"358","http://bit.ly/10wbvdy","1","2","0.000836820083682008","-7.08590146436561"
"359","http://bit.ly/118used","2","3","0.00125523012552301","-6.68043635625745"
"360","http://bit.ly/118ybvg","1","2","0.000836820083682008","-7.08590146436561"
"361","http://bit.ly/11hmdzz","1","2","0.000836820083682008","-7.08590146436561"
"362","http://bit.ly/11htha9","1","2","0.000836820083682008","-7.08590146436561"
"363","http://bit.ly/123hnfe","1","2","0.000836820083682008","-7.08590146436561"
"364","http://bit.ly/125h1bh","1","2","0.000836820083682008","-7.08590146436561"
"365","http://bit.ly/12r8ush","1","2","0.000836820083682008","-7.08590146436561"
"366","http://bit.ly/12thlly","1","2","0.000836820083682008","-7.08590146436561"
"367","http://bit.ly/13uja7s","1","2","0.000836820083682008","-7.08590146436561"
"368","http://bit.ly/13wau5c","1","2","0.000836820083682008","-7.08590146436561"
"369","http://bit.ly/148jf4m","1","2","0.000836820083682008","-7.08590146436561"
"370","http://bit.ly/14myvuh","1","2","0.000836820083682008","-7.08590146436561"
"371","http://bit.ly/160nkq3","1","2","0.000836820083682008","-7.08590146436561"
"372","http://bit.ly/161vnvj","1","2","0.000836820083682008","-7.08590146436561"
"373","http://bit.ly/18d2end","1","2","0.000836820083682008","-7.08590146436561"
"374","http://bit.ly/untj4nÍ","1","2","0.000836820083682008","-7.08590146436561"
"375","http://bit.ly/xg24ek","1","2","0.000836820083682008","-7.08590146436561"
"376","http://bit.ly/xrahys","1","2","0.000836820083682008","-7.08590146436561"
"377","http://bit.ly/xy4vjw","1","2","0.000836820083682008","-7.08590146436561"
"378","http://bit.ly/yh6xht","1","2","0.000836820083682008","-7.08590146436561"
"379","http://bit.ly/yh7qtf","1","2","0.000836820083682008","-7.08590146436561"
"380","http://bit.ly/yo8iuu","1","2","0.000836820083682008","-7.08590146436561"
"381","http://bit.ly/z0ibzm","1","2","0.000836820083682008","-7.08590146436561"
"382","http://bit.ly/z5e5wa","1","2","0.000836820083682008","-7.08590146436561"
"383","http://bit.ly/zawi4i","1","2","0.000836820083682008","-7.08590146436561"
"384","http://bit.ly/zjhok7","1","2","0.000836820083682008","-7.08590146436561"
"385","http://bit.ly/zmrcsz","1","2","0.000836820083682008","-7.08590146436561"
"386","http://bit.ly/ztadzb","1","2","0.000836820083682008","-7.08590146436561"
"387","http://bit.ly/ztbptb","1","2","0.000836820083682008","-7.08590146436561"
"388","http://bit.ly/ztbpwt","1","2","0.000836820083682008","-7.08590146436561"
"389","http://blog.mailchimp.com/unifying-mandrill-and-mailchimp-data/","1","2","0.000836820083682008","-7.08590146436561"
"390","http://blog.mandrill.com","1","2","0.000836820083682008","-7.08590146436561"
"391","http://blog.mandrill.com/broader-templates-quota-control.html","1","2","0.000836820083682008","-7.08590146436561"
"392","http://blog.mandrill.com/friday-notes-2013-03-08.html","1","2","0.000836820083682008","-7.08590146436561"
"393","http://blog.mandrill.com/new-simpler-pricing.html","1","2","0.000836820083682008","-7.08590146436561"
"394","http://buff.ly/xw8ezx","1","2","0.000836820083682008","-7.08590146436561"
"395","http://clema.cc/zet0l3","1","2","0.000836820083682008","-7.08590146436561"
"396","http://devot-ee.com/add-ons/escort","1","2","0.000836820083682008","-7.08590146436561"
"397","http://dzone.com/dwqf","1","2","0.000836820083682008","-7.08590146436561"
"398","http://eepurl.com/odbf5","1","2","0.000836820083682008","-7.08590146436561"
"399","http://eepurl.com/xthgx","1","2","0.000836820083682008","-7.08590146436561"
"400","http://goo.gl/bywbf","2","3","0.00125523012552301","-6.68043635625745"
"401","http://goo.gl/fb/6gxm3","1","2","0.000836820083682008","-7.08590146436561"
"402","http://goo.gl/fb/xoppn","1","2","0.000836820083682008","-7.08590146436561"
"403","http://goo.gl/kmgdg","1","2","0.000836820083682008","-7.08590146436561"
"404","http://goo.gl/qagx2","1","2","0.000836820083682008","-7.08590146436561"
"405","http://help.mandrill.com","22","23","0.0096234309623431","-4.64355442899641"
"406","http://help.mandrill.com/entries/21688056-using-smtp-headers-to-customize-your-messages","1","2","0.000836820083682008","-7.08590146436561"
"407","http://help.mandrill.com/entries/21738467-using-mandrill-s-smtp-integration-with-web-frameworks","1","2","0.000836820083682008","-7.08590146436561"
"408","http://help.mandrill.com/entries/22092308-what-is-the-format-of-inbound-email-webhooks","1","2","0.000836820083682008","-7.08590146436561"
"409","http://help.mandrill.com/forums/20689696-smtp-integration","1","2","0.000836820083682008","-7.08590146436561"
"410","http://ht.ly/2wtd1t","1","2","0.000836820083682008","-7.08590146436561"
"411","http://instagram.com/p/x-m_wcxta7/","1","2","0.000836820083682008","-7.08590146436561"
"412","http://is.gd/ltn1ay","1","2","0.000836820083682008","-7.08590146436561"
"413","http://is.gd/nobije","1","2","0.000836820083682008","-7.08590146436561"
"414","http://is.gd/wkfryo","1","2","0.000836820083682008","-7.08590146436561"
"415","http://jsfiddle.net/mandrill/gawtw/2/","1","2","0.000836820083682008","-7.08590146436561"
"416","http://jsfiddle.net/mandrill/gawtw/4/","1","2","0.000836820083682008","-7.08590146436561"
"417","http://jsfiddle.net/mandrill/k8ebe/3/","1","2","0.000836820083682008","-7.08590146436561"
"418","http://jsfiddle.net/mandrill/wltns/5/","1","2","0.000836820083682008","-7.08590146436561"
"419","http://mandrill.com","6","7","0.00292887029288703","-5.83313849587024"
"420","http://mandrill.com/","4","5","0.00209205020920502","-6.16961073249146"
"421","http://npmjs.org/package/mandrill-api","1","2","0.000836820083682008","-7.08590146436561"
"422","http://ow.ly/jjadg","1","2","0.000836820083682008","-7.08590146436561"
"423","http://pyq.io/so/16260022","1","2","0.000836820083682008","-7.08590146436561"
"424","http://www.freewebsitereport.org/www.mandrill.com","1","2","0.000836820083682008","-7.08590146436561"
"425","http://www.mandrill.com","1","2","0.000836820083682008","-7.08590146436561"
"426","http://www.mandrill.com/","2","3","0.00125523012552301","-6.68043635625745"
"427","https://github.com/aceofspades/sendgrid_postback","1","2","0.000836820083682008","-7.08590146436561"
